system:index,AOI_reduction_sample_count,aggregation_method,aggregation_mode,all_source_element_count,analysis_scale_description,analysis_scale_m,aoi_id,availability_status,coverage_method,daily_composite_count,footprint_metadata,is_valid_month,l3_grid_spacing_m,metadata_selected_source_element_count,month,month_of_year,pollutant,processing_branch,quality_description,reduction_crs,source_band,source_collection,source_element_count,source_selection_mode,support_count_max,support_count_mean,support_count_median,support_count_min,support_count_p10,support_count_p90,system_time_start,temporal_support_description,temporal_support_fraction_mean,temporal_support_mode,total_aoi_area_km2,total_aoi_area_m2,valid_area_fraction,valid_area_km2,valid_area_m2,valid_area_percent,year,.geo
1_2_00000000000000000013,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,437,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,437,2023-07,7,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,437,NATIVE_L3_INGESTION_QA,30.0,27.751812119454915,28.0,24.0,26.0,30.0,1688169600000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000015,698,daily-first calendar-month mean,DAILY_FIRST,439,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,426,2023-08,8,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,426,PRODUCT_QUALITY_NOMINAL,29.0,27.692556824873396,28.000000000000007,26.0,27.000000000000004,29.0,1690848000000,valid calendar days contributing to the monthly daily-first composite,0.8933082727908198,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000016,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,439,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,439,2023-08,8,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,439,NATIVE_L3_INGESTION_QA,40.0,36.93302406494635,37.0,33.0,34.0,39.0,1690848000000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000017,698,daily-first calendar-month mean,DAILY_FIRST,438,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,438,2023-08,8,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,438,NATIVE_L3_MASK,30.0,26.777411376751846,27.000000000000004,24.0,24.999999999999993,27.999999999999993,1690848000000,valid calendar days contributing to the monthly daily-first composite,0.863787452035603,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000018,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,409,2023-09,9,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,409,PRODUCT_QUALITY_NOMINAL,29.0,27.05408668001414,27.000000000000018,25.0,26.0,27.999999999999982,1693526400000,valid calendar days contributing to the monthly daily-first composite,0.9018028790054216,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000019,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,425,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,425,2023-09,9,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,425,NATIVE_L3_INGESTION_QA,42.0,39.779646274282406,40.0,37.0,38.0,41.0,1693526400000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001a,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,425,2023-09,9,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,425,NATIVE_L3_MASK,28.0,23.5633759274526,23.999999999999993,18.0,21.0,25.999999999999996,1693526400000,valid calendar days contributing to the monthly daily-first composite,0.785445862069871,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001d,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,440,2023-10,10,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,440,NATIVE_L3_MASK,22.0,18.325565304439994,18.000000000000004,13.0,16.0,20.999999999999996,1696118400000,valid calendar days contributing to the monthly daily-first composite,0.5911472637845556,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001c,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,440,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,440,2023-10,10,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,440,NATIVE_L3_INGESTION_QA,20.0,18.454044650623363,18.0,16.0,18.0,19.0,1696118400000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001b,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,431,2023-10,10,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,431,PRODUCT_QUALITY_NOMINAL,24.0,22.11600518195737,22.999999999999996,19.0,19.999999999999993,22.999999999999996,1696118400000,valid calendar days contributing to the monthly daily-first composite,0.7134195177581897,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000020,698,daily-first calendar-month mean,DAILY_FIRST,426,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,426,2023-11,11,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,426,NATIVE_L3_MASK,17.0,13.121628783417725,13.000000000000004,8.0,10.999999999999998,14.999999999999991,1698796800000,valid calendar days contributing to the monthly daily-first composite,0.4373876304539983,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001e,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,418,2023-11,11,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,418,PRODUCT_QUALITY_NOMINAL,9.0,7.274003356495111,7.000000000000003,5.0,5.999999999999999,8.0,1698796800000,valid calendar days contributing to the monthly daily-first composite,0.2424667846933999,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0000000000000000001f,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,422,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,422,2023-11,11,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,422,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1698796800000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,0.0,0.0,0.0,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000021,698,daily-first calendar-month mean,DAILY_FIRST,438,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,434,2023-12,12,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,434,PRODUCT_QUALITY_NOMINAL,7.0,5.447289777411378,5.0,5.0,5.0,6.0,1701388800000,valid calendar days contributing to the monthly daily-first composite,0.17571901984095148,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000023,698,daily-first calendar-month mean,DAILY_FIRST,438,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,438,2023-12,12,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,438,NATIVE_L3_MASK,23.0,17.387925450476963,18.0,11.0,13.0,21.0,1701388800000,valid calendar days contributing to the monthly daily-first composite,0.5609008134049326,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000022,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,436,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,436,2023-12,12,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,436,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1701388800000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,0.0,0.0,0.0,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000,698,daily-first calendar-month mean,DAILY_FIRST,432,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,432,2024-01,1,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,432,PRODUCT_QUALITY_NOMINAL,10.0,6.2565952184666145,6.000000000000001,3.0,5.0,7.000000000000002,1704067200000,valid calendar days contributing to the monthly daily-first composite,0.20182564619372734,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,434,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,434,2024-01,1,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,434,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1704067200000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,0.0,0.0,0.0,0.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000002,698,daily-first calendar-month mean,DAILY_FIRST,435,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,435,2024-01,1,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,435,NATIVE_L3_MASK,24.0,18.589028088564355,19.0,14.0,16.0,20.999999999999993,1704067200000,valid calendar days contributing to the monthly daily-first composite,0.5996460627414348,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000004,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,410,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,410,2024-02,2,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,410,NATIVE_L3_INGESTION_QA,8.0,4.055668309654973,4.0,2.0,2.0,5.0,1706745600000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005,698,daily-first calendar-month mean,DAILY_FIRST,411,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,29,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,411,2024-02,2,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,411,NATIVE_L3_MASK,16.0,11.514095807325406,11.0,7.0,8.999999999999998,14.999999999999998,1706745600000,valid calendar days contributing to the monthly daily-first composite,0.3970377840692474,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003,698,daily-first calendar-month mean,DAILY_FIRST,407,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,29,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,407,2024-02,2,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,407,PRODUCT_QUALITY_NOMINAL,11.0,7.496717112236489,8.0,5.0,5.999999999999996,8.0,1706745600000,valid calendar days contributing to the monthly daily-first composite,0.25850748537774504,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008,698,daily-first calendar-month mean,DAILY_FIRST,430,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,430,2024-03,3,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,430,NATIVE_L3_MASK,17.0,12.244265987516195,12.0,8.0,10.0,14.0,1709251200000,valid calendar days contributing to the monthly daily-first composite,0.3949763104128722,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006,698,daily-first calendar-month mean,DAILY_FIRST,433,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,432,2024-03,3,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,432,PRODUCT_QUALITY_NOMINAL,15.0,13.811646154752085,14.0,11.0,12.999999999999995,14.0,1709251200000,valid calendar days contributing to the monthly daily-first composite,0.4455369594559016,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000007,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,433,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,433,2024-03,3,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,433,NATIVE_L3_INGESTION_QA,19.0,16.725137721078575,17.0,12.0,15.0,18.0,1709251200000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,425,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,425,2024-04,4,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,425,NATIVE_L3_INGESTION_QA,28.0,23.714120034792693,24.0,20.0,22.0,26.0,1711929600000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,425,2024-04,4,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,425,PRODUCT_QUALITY_NOMINAL,20.0,18.16868596160639,18.000000000000007,16.0,17.0,20.0,1711929600000,valid calendar days contributing to the monthly daily-first composite,0.6056228771655717,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,425,2024-04,4,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,425,NATIVE_L3_MASK,24.0,18.96947503238722,19.000000000000004,13.0,16.0,22.0,1711929600000,valid calendar days contributing to the monthly daily-first composite,0.6323158430467979,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000e,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,440,2024-05,5,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,440,NATIVE_L3_MASK,26.0,21.447495877988455,20.999999999999996,18.0,18.999999999999996,25.000000000000004,1714521600000,valid calendar days contributing to the monthly daily-first composite,0.6918547010656211,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
